,review_id,star_rating,text_original
6836,R3P95JNZPN71UU,2,"poor construction.  missing parts. Wouldn't recommend this for anything with substantial weight.  Very shoddy construction, most of the screws didn't fit in to the bolts that came in the package."
2227,RVUIOW5ZQUT8M,2,"Squeeeeeeek, grooooooooan I bought these stands because they looked really nice, much better than Manhasset visually, and the reviews were good. However I was very disappointed upon the unboxing and end result of the product. With one of the stands there is a VERY loud groaning/squeaking sound and the second stand that I put together fell apart. This however allowed me to see the inside of the stand. the metal shaft is encased in two halves of rounded plastic in which are two very resistant springs, this is what keeps the shaft from falling down. However it is so tight that it makes the shaft difficult to move inside of the column creating a lot of resistance, therefore when you spin it, that resistance results in this vibrating squeaking. In my opinion this is a poor and cheap design, partially why they can be sold cheaper than Manhasset. If you have the money go for the Manhasset, if you expect to be needing to move the desk around rather than keeping it in a fixed position don't get this particular Hamilton. I would say these are great for a sturdy practice stand, however not for performance as the functionality of the product design is, well, crappy."
8664,R3AKWQPMMHM13R,5,"has all I need book comes with cd with cello and without cello over the piano accompaniment. It also comes with a piano score for a real piano player to use, which is the one thing I need for my instructor"
3755,R17ZI3JQYNWRIR,5,"Dat Synth Fun little unit. I love to make drone music, and this thing helps that right along. It is small, very small, it fits in my hand. Not a con, just don't expect a behemoth."
1513,R1FZ3E92FWDDIB,5,Five Stars Plays like American. Mexican in case you wanted to know
6670,R7GQR8VWF01CJ,5,Works better than the Roland pedal on my Casio keyboard. The Roland pedal would not work with my Casio keyboard.  This one works perfectly and feel great!  Good quality.
7626,RJMVRQGHYYQ8K,5,"worth every penny Great for beginners. Is not totally silent when played without an amp but is not loud enough to annoy the entire house. I recommend getting a new set of strings after becoming familiar with the instrument, the A string has a poor tonal quality. A tip for other beginners: Use small pieces of tape along the side of the neck to mark off notes with the help of a tuner. Also dont give up, its not an easy instrument to play but don't get frustrated and give up. Like any instrument, patience and practice are key. Beautiful and well worth the money."
2481,R2C056YLS2CEWW,5,Perfect! I bought this for my Juno G not long ago and it's perfect! I now have all the memory I need for saving samples and songs. A must have for songwriters and producers...    Cdrive [...]
1426,R2DMAYEUR5IN1H,4,"Watch for uneven UV fading... Works very well to protect against buckle rash, BUT, on both of my guitars I used this on, I experienced the gradual fading of the finish from UV on the unprotected part of the guitar, allowing the outline of the scratch pad to be quite visible.  So keep your guitars in the cases, not on a stand in the living room!"
3322,R3SAC9C9R945KS,5,Beautiful This is my first polymer (plastic) whistle and I would rank amongst my other whistles as one of my best!
6319,R222FCTP203UP,5,Great shelf - a little pricey but works great The holes/slots are nothing like the pictures. The shelf the was delivered for me was very perforated - lots of air movement possible. If you wanted a more solid shelf then this is not the one for you.
2648,R15WTV2YC0JWSB,5,Five Stars Thank you from Don
3977,R2C1NLTFWEPJ0H,5,"Travels well... I bought this for my daughter who was attending a summer music camp and needed a stand that traveled well. Our car was packed to the brim, but this fit nicely and it is also very sturdy, so it is now her everyday practice stand in her room.  It is easy to put together, break down, and reassemble.  You won't be disappointed."
540,R1FEU2N57R1L6R,5,Five Stars good price
3305,R31VBCT4M1T920,2,Two Stars It's too firm to sit
5046,R102D5JKXIJ0KI,4,"Four Stars Good quality, light weight.  Love it"
8628,R1FB4G7U1Y4NJP,5,Very happy with this light Very happy with this light.  I am using it for my knitting and am able to take it anywhere I am sitting.
8270,R19QAMY7DYOGIU,4,"This tuner does everything I want it to. I use this tuner on several bass guitars, some with alternative tunings and it works great. I'll probably buy more of these because they are so convenient."
6151,R1DQVNMHVKL17Q,5,Five Stars I really liked the sound. Good product
6570,R1LSW56ZVUHCMF,5,"Great quality for low price We use these audio recorders for our undergraduate art program because they are cheap and still get the job done. The casing over the micro-SD card is a little flimsy, so we put tape over it and instructed the students to only move files on/off the recorder with the USB cord (works great!)."
185,R2EZRAMZSTQAKH,5,Good Product Use for church services. Didnt have a big budget but didnt need it. This product works great for what we use it for at a great price. Maybe not great for a rock & roll show but perfect for us. Fast shipping. Product as advertised. Would buy again.
7095,R1XL05AGWLE2I6,5,very solid mic.. worth spending the extra money ... very solid mic .. worth spending the extra money to get this one vs another cheaper mic that i bought and just fell apart a few days later cause the kids dropped it .. i know they should not drop the mic's but  worth getting something that can withstand the kids &#34;tough love&#34; .. this one does well
3820,R1Y3P3YVVSEJBZ,5,"Small Guitar Hello, this is a great guitar for my 21 month old toddler. The size is perfect and the price was right!"
4960,RI31GB2XDG1SK,5,Five Stars Arrived in good time.  Color tone was good.  Very happy with it.
315,R1RGKZLY3ZXBP6,5,"Terrific Purchase This was a terrific purchase.  Thanks to the customer service people at Kenwood who recommended I replace my turntable with this Audio Technica turntable I am now able to play my 33 & a 1/3 and 45 rpm records on my five-component Kenwood stereo system I have had for 27 years.  Then turntable is easy to operate, looks good and fits right in.  Nice price too."
3210,R911TJ4C7N9V1,5,Five Stars Beautiful violin for $$ and sound.
304,R395INQ0PI40U6,5,"Exactly what I was looking for! I have a Mackie Profx8 and this was exactly what I was looking for.  The build quality looks and feels great.  All the components including zippers felt solid.  My mixer fit nice and snug with padding in all the right places.  I can't really complain about the price either, it is definitely worth it."
1022,R1H72XSZWL7RAI,3,"Three Stars Bought 5, one of them doesnt work"
8608,R3FLYZ74UGLPGR,2,"Bent Within minutes, 2 of the notes stopped working. I opened it up and was just an issue with some of the reeds being bent. It's working, and considering the price it's still likely a good deal - but having to open it up to fix causes a low score."
5564,R3KCATI2ZOFB5E,5,"Great Machine Heads I have used Sperzel locking machine heads in the past and give them high marks for quality and stability.  When looking for machine heads for a new project, I found that Sperzel offered the heads in a chrome finish in addition to the satin finishes.  They were easy to install and I am very pleased with the product."
3459,R14FQ6QYJJSRVR,4,"Meet my expectations Meet my expectations, very good quality and sound, of course for a fun home karaoke. I don't give the fifth star because one of the 9v batteries (the regular square ones) after 6 hours of very intensive Karaoke singing runs out of power, nothing that you can not solve with a regular alkaline battery. I bought this one rather than other cheaper models, because of the mixed output, for me it was important because my equipment only has one input. Cheers!"
3469,R1E24TS4GI3GVI,5,Great Gift! Got this for my daughter Christmas of 2007.  It is awesome and she loves it.  Especially useful b/c she can recharge her ipod!  Would buy and recommend again!
6961,REP3YEO2817DD,5,"BEST WASH / BANK LIGHTING SYSTEM I GOT ONE TO TRY OUT ,I GOT THIS ONE FROM SONIC ELECTRI OFF AMAZON THE LIGHT IS WELL BUILT ITS GREAT HAS ALL THE FEATURES DMX/STANDALONE ETC,GET THIS ONE IF U CAN IM FIXING TO ORDER MY SECOND ONE .GOT GIVE IT 5STARS BEST BUILT / BEST PRICE, CHAUVET LIGHT IS GREAT BUT THIS ONE IS BETTER BUILT AND BETTER PRICED.ALSO THIS LIGHT IS BRIGHTER THAN A LOT OF ONES I HAVE SEEN.up date well I got the second one you really need two of these lights there great and built very good ,they also come with nice traveling case lined with black velvet .getem if u can you will be glad you did"
2272,R1NJOJWH28LXBD,4,Nice! Exactly what we were looking for.  I wish it had a handle but otherwise great
7443,R2N4R4PZ87JF9Z,5,"I'm pretty sure Levy's Leather discontinued this strap I'm pretty sure Levy's Leather discontinued this strap, I wish they hadn't. It's my favorite strap. It was pretty hard to find the one I have. I had to get it used of Amazon."
1002,R24FAM65RTEO6C,5,Made a wonderful gift!!! I ordered this as a Christmas gift for my husband. He was beyond excited! He has now made dozens of picks and loves finding news things to punch from! Great product!
1835,R3IS0DZFWFXEMR,5,"$299?? This thing is absolutely incredible. I mean, truly. It's amazing. Everything you want and more. Tape crinkle? A knob to control how old your tape is that you're emulating? Versatile. Lots of praises to give this thing.<br /><br />But.... I do NOT know why it's listed as $484??? Buy it straight from the strymon site. It's only $299...."
2728,R2FRB46CA26QDO,5,I've owned much more expensive banjos I didn't like nearly as much as My Epi MB-100 I've owned much more expensive banjos I didn't like nearly as much as My Epi MB-100.  Definitely worth more than the selling price.
3463,R2BCXDVLHZ3CHY,2,Looked good! Never got to use it... Light bulb was broken on first and second attempt...<br />Maybe I should have thought twice before ordering something so fragile...
1992,R33T0HLR7TD27V,2,"I got what I paid for. This device doesn't work well with a 4-string bass plugged into it, as the \\""G\\"" setting doesn't recognize the open G string from my bass. It doesn't recognize the harmonic, either."
4191,R3U7T6VFVNT5Z8,5,Five Stars love them.  working perfectly
5741,RDS385P9LW1FX,5,Five Stars My favorite strings
245,R9MLQY5SVY7L,3,"Great for listening to some classic Pink Floyd at work... Why did I buy this brand of headphones? Behringer is not exactly a household name, but I'd heard of them and owned a Behringer USB external sound card for a Mac mini - the quality vs. price on it was impressive, so I thought I'd give these a try. I got a bad one first (one channel was dead) and returned it to Amazon for a replacement which works fine.<br /><br />I'm using these headphones for casual listening of online content at work. They replaced some older Koss &#34;over the ear&#34; headphones which had developed a short. The Behringers were a little muddy for my taste, so I used the Realtek EQ on my PC to brighten them up a bit and I'm very pleased with the sound.<br /><br />Right now, I'm listening to a down sampled SACD of Dark Side of the Moon on YouTube (search for &#34;Pink Floyd Remastered Albums&#34; channel - even if you've heard this album 1000 times before, you'll hear something new here - makes me wish SACD/DVD audio had taken off... but I digress...). The only negative on the headphones is they are a little tight (just a little, not uncomfortable) but I haven't worn them in yet. They do block out the sound well so if you want a retreat from your &#34;cube mates&#34; in the office these headphones will help."
8385,R1O06H7CU5GZ59,4,"Gig Bag Accessory Think data entry.  You won't be playing pianistic material on this (what, with only two octaves?) and even keyboard parts don't work well.  It is clattery and sensitive and gives no firm feedback.  I can play a better riff on my old Casio SK-1.<br /><br />But for data entry?  It is portable.  It is cheap.  It is powered off the USB port, meaning all you need is a laptop and a pair of phones to work.  I have constructed some simple melodies with the thing, and it does work (that is, for recording parts into a sequencer for extensive editing.)  But where mine gets the most use is as a controller.<br /><br />I'm in the middle of yet another show where I have this keyboard stuck near the mixing desk with double-stick tape, spitting MIDI commands out to show control software running on a laptop.  For triggering both sequences and spot effects it is a great little tool.  And with it right there with me, I can edit a song I constructed in the home studio, even re-record a few riffs.<br /><br />I give this product four stars for what it is, not for what it could be.  Seriously -- you expect to find a decent keyboard for fifty bucks?  Especially one that can fit into a laptop bag?  With those constraints, this is actually flexible and fairly playable, if unsurprisingly fragile.<br /><br />Which is the greatest downside to this little keyboard; the keys break off with any excuse.  Even clattering around in a laptop bag it will come apart.  But then, when it does, you are only out fifty bucks."
6055,R3IG23C0ILRF2B,5,"Good enough for the Pros, good enough for anyone! Solid and reliable.  As a professional drummer I have toured nationally night after night with the Ludwig Atlas Pro! Couldn't ask for a better professional level pedal!"
8019,R14JF14EN56X93,3,Repetitive pattern Kids like it.  It does the same pattern over and over again.  Doesn't change.  I get a little vertigo if I stay in the room too long.
